Route,Location,URL,Avg Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,Region
Center of the Earth,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/119003160/center-of-the-earth,1.0,Trad,5.9,1,80.0,47.02333,-119.96875,Central
Unknown,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/119547839/unknown,1.0,Sport,5.9,1,30.0,47.02333,-119.96875,Central
Nice Dreams,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/119715496/nice-dreams,1.9,Sport,5.8,1,60.0,47.02333,-119.96875,Central
Up in Smoke,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/120681621/up-in-smoke,2.0,Trad,5.8-,1,60.0,47.02333,-119.96875,Central
Sasquatch Police,Ball's Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/106473902/sasquatch-police,2.0,Sport,5.10b,1,60.0,47.02568,-119.96883000000001,Central
Balls Direct,Ball's Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/119008414/balls-direct,3.0,Sport,5.11c,1,50.0,47.02568,-119.96883000000001,Central
Balls to the Wall,Ball's Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/119008422/balls-to-the-wall,2.0,Sport,5.11b,1,50.0,47.02568,-119.96883000000001,Central
Balls of Steel,Ball's Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/119008446/balls-of-steel,3.0,Sport,5.10d,1,50.0,47.02568,-119.96883000000001,Central
House of Cards,Agathla Tower > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/107127961/house-of-cards,2.5,Sport,5.8,1,60.0,47.0247,-119.9689,Central
Agathla Unchained,Agathla Tower > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/110137254/agathla-unchained,2.4,Trad,5.10a,1,60.0,47.0247,-119.9689,Central
East Gully,Agathla Tower > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/120678217/east-gully,1.0,Trad,3rd,1,40.0,47.0247,-119.9689,Central
Lancaster's Crack,Agathla Tower > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/120678277/lancasters-crack,2.0,Trad,Easy 5th,1,70.0,47.0247,-119.9689,Central
Gerbil Lies,Green Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/107514185/gerbil-lies,2.1,Trad,5.6,1,40.0,47.02431,-119.97151000000001,Central
Hand Jive,Green Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/107514192/hand-jive,2.5,Trad,5.8,1,30.0,47.02431,-119.97151000000001,Central
The New York Phone Book,Green Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/107514198/the-new-york-phone-book,1.0,Trad,5.6,1,30.0,47.02431,-119.97151000000001,Central
Gerbil Love,Green Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/107793328/gerbil-love,1.0,Trad,5.7,1,25.0,47.02431,-119.97151000000001,Central
The Spy Route,Green Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/107793341/the-spy-route,0.5,Trad,5.4,1,40.0,47.02431,-119.97151000000001,Central
Glacier Geeks and Wombats,Green Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/107849305/glacier-geeks-and-wombats,0.0,Trad,5.8,1,,47.02431,-119.97151000000001,Central
No Buckets,Green Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/114128010/no-buckets,1.3,Trad,5.7,1,40.0,47.02431,-119.97151000000001,Central
Roto-dendron,Green Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/121490052/roto-dendron,2.0,Sport,5.9,1,,47.02431,-119.97151000000001,Central
Wet Paint,The Gallery > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/116982906/wet-paint,2.0,Sport,5.8+,1,,47.02375,-119.96753000000001,Central
Water Color,The Gallery > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/116982925/water-color,1.7,Sport,5.6,1,40.0,47.02375,-119.96753000000001,Central
Locker Room Talk,The Gallery > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/116982941/locker-room-talk,1.8,Sport,5.7,1,,47.02375,-119.96753000000001,Central
Vertical Landscaping on a Sunny Sunday Afternoon in November,The Gallery > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/116982952/vertical-landscaping-on-a-sunny-sunday-afternoon-in-november,1.8,Sport,5.7,1,,47.02375,-119.96753000000001,Central
With Winter Walking in,The Gallery > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/116982963/with-winter-walking-in,2.0,Sport,5.6,1,,47.02375,-119.96753000000001,Central
Stoney Street,The Gallery > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/116982982/stoney-street,1.2,Sport,5.6,1,,47.02375,-119.96753000000001,Central
Four Hundred,The Gallery > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/116982992/four-hundred,1.5,Sport,5.7,1,,47.02375,-119.96753000000001,Central
Cosmic Trigger,(f) The Sanctuary > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/106042470/cosmic-trigger,4.0,Sport,5.13+,1,35.0,47.025459999999995,-119.97575,Central
Jugulator,(f) The Sanctuary > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/106046616/jugulator,3.6,Sport,5.13a,1,60.0,47.025459999999995,-119.97575,Central
Refuge Denied,(f) The Sanctuary > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/106050628/refuge-denied,3.0,Sport,5.11b/c,1,60.0,47.025459999999995,-119.97575,Central
Bag of Doom,(f) The Sanctuary > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/120398141/bag-of-doom,3.0,Sport,5.12c,1,,47.025459999999995,-119.97575,Central
The Chain,(f) The Sanctuary > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/121578762/the-chain,2.0,Sport,5.12a,1,30.0,47.025459999999995,-119.97575,Central
The Right Recipe,(d) Postal Wall > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/117270513/the-right-recipe,2.1,Sport,5.10a,1,,47.02541,-119.9753,Central
Special Delivery,(d) Postal Wall > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/117270605/special-delivery,2.9,Sport,5.10c,1,,47.02541,-119.9753,Central
Walls Come Tumbling Down,(d) Postal Wall > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/117271184/walls-come-tumbling-down,2.9,Sport,5.10c,1,,47.02541,-119.9753,Central
Line of Attack,(d) Postal Wall > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/117271212/line-of-attack,2.7,Sport,5.10a,1,,47.02541,-119.9753,Central
True Grit,(d) Postal Wall > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/117271241/true-grit,3.4,Sport,5.10c,1,,47.02541,-119.9753,Central
Nowhere to Run,(d) Postal Wall > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/117271265/nowhere-to-run,2.8,Sport,5.11a,1,,47.02541,-119.9753,Central
Nowhere to Hide,(d) Postal Wall > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/117271280/nowhere-to-hide,2.5,Sport,5.10b,1,1.0,47.02541,-119.9753,Central
American Girl,(b) Shady Lady Wall > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/118588316/american-girl,3.0,Sport,5.10b/c,1,40.0,47.02538,-119.9751,Central
Mustang Sally,(b) Shady Lady Wall > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/118588331/mustang-sally,3.4,Sport,5.10b,1,40.0,47.02538,-119.9751,Central
Sagebrush Savior,(b) Shady Lady Wall > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/118588385/sagebrush-savior,2.8,Sport,5.11b,1,55.0,47.02538,-119.9751,Central
Bad Millennium,(e) The Dungeon > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/120613086/bad-millennium,3.5,Sport,5.11b,1,50.0,47.025420000000004,-119.9754,Central
Stemmin's for Pussies,(e) The Dungeon > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/121132333/stemmins-for-pussies,3.0,Sport,5.11d,1,50.0,47.025420000000004,-119.9754,Central
Friendly Serpent,(e) The Dungeon > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/121132403/friendly-serpent,1.0,Trad,5.6,1,35.0,47.025420000000004,-119.9754,Central
Feed the Bunnies,(e) The Dungeon > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/121132413/feed-the-bunnies,2.0,Sport,5.10a,1,35.0,47.025420000000004,-119.9754,Central
From A Distance,The Corona Crest > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/121574336/from-a-distance,3.0,Trad,5.10d,3,200.0,47.02558,-119.97925,Central
George and Martha,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/105793801/george-and-martha,3.2,Trad,5.10a,1,90.0,47.02296,-119.97362,Central
Red M&Ms,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/105793805/red-mms,3.6,Trad,5.11d,1,90.0,47.02296,-119.97362,Central
Peaceful Warrior,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/105793808/peaceful-warrior,2.1,Sport,5.6,1,,47.02296,-119.97362,Central
Seven Virgins and a Mule,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/105793812/seven-virgins-and-a-mule,2.8,Trad,5.7,1,,47.02296,-119.97362,Central
Pony Keg,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/105801790/pony-keg,2.8,Trad,5.9,1,,47.02296,-119.97362,Central
Stems and Seeds,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/105801925/stems-and-seeds,3.6,Trad,5.11a,1,80.0,47.02296,-119.97362,Central
Hakuna Matata,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/105802365/hakuna-matata,2.7,Sport,5.10b,1,75.0,47.02296,-119.97362,Central
Corner Pockets,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/105802369/corner-pockets,3.2,Trad,5.10-,1,85.0,47.02296,-119.97362,Central
Throbbing Gristle,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/105802373/throbbing-gristle,2.5,Sport,5.9,1,80.0,47.02296,-119.97362,Central
Air Guitar,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/105802381/air-guitar,3.4,Trad,5.10a,1,,47.02296,-119.97362,Central
Sinsemilla,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/105946967/sinsemilla,3.5,Trad,5.10b/c,1,70.0,47.02296,-119.97362,Central
Mr. Clean,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/105946984/mr-clean,3.4,Trad,5.10d,1,70.0,47.02296,-119.97362,Central
Mix it Up,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/105947026/mix-it-up,3.8,Trad,5.11b,1,85.0,47.02296,-119.97362,Central
Bob's Your Uncle,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/105947041/bobs-your-uncle,3.5,Trad,5.11a,1,80.0,47.02296,-119.97362,Central
Narlux,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/105972157/narlux,3.0,Sport,5.10c,1,80.0,47.02296,-119.97362,Central
Steel Grill,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/106377858/steel-grill,2.9,Trad,5.9,1,80.0,47.02296,-119.97362,Central
Vantage Point,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/106399158/vantage-point,2.5,Sport,5.8,1,60.0,47.02296,-119.97362,Central
Clip 'em or Skip 'em,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/106399166/clip-em-or-skip-em,2.4,Sport,5.8,1,65.0,47.02296,-119.97362,Central
Whipsaw,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/106399171/whipsaw,2.3,Sport,5.9,1,60.0,47.02296,-119.97362,Central
The Chossmaster,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/106399178/the-chossmaster,2.6,Sport,5.7,2,90.0,47.02296,-119.97362,Central
Crossing the Threshold,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/106582684/crossing-the-threshold,2.9,Trad,5.8,1,75.0,47.02296,-119.97362,Central
Boschido,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/106935484/boschido,3.1,Sport,5.10b,1,90.0,47.02296,-119.97362,Central
