name,location,url,rating,type,grade,pitches,length,lat,lon,region,yds,protection,ticks,votes,sub_area,area
Scissor Man,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/106515771/scissor-man,2.1,Sport,5.9,1.0,45.0,47.02333,-119.96875,Central,9.0,,139,36,Zig Zag Wall , Frenchman Coulee 
Secret Passage,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/106515784/secret-passage,2.0,Sport,5.10b,1.0,55.0,47.02333,-119.96875,Central,10.0,,119,41,Zig Zag Wall , Frenchman Coulee 
Table Dance,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107572933/table-dance,2.1,Sport,5.9,1.0,45.0,47.02333,-119.96875,Central,9.0,,127,33,Zig Zag Wall , Frenchman Coulee 
Group Therapy,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107572942/group-therapy,2.7,Sport,5.10b,1.0,60.0,47.02333,-119.96875,Central,10.0,,203,57,Zig Zag Wall , Frenchman Coulee 
Starless in Vantage,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107572955/starless-in-vantage,2.1,Sport,5.9,1.0,65.0,47.02333,-119.96875,Central,9.0,,109,33,Zig Zag Wall , Frenchman Coulee 
Edge of Mistakes,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108810934/edge-of-mistakes,1.9,Trad,5.6,1.0,50.0,47.02333,-119.96875,Central,6.0,,184,45,Zig Zag Wall , Frenchman Coulee 
Tank Target,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/110438047/tank-target,1.3,Trad,5.8,1.0,50.0,47.02333,-119.96875,Central,8.0,,32,12,Zig Zag Wall , Frenchman Coulee 
I'm Alright,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/110438217/im-alright,0.9,Trad,5.7,1.0,50.0,47.02333,-119.96875,Central,7.0,,19,7,Zig Zag Wall , Frenchman Coulee 
Take Control,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/110438222/take-control,0.9,Trad,5.7,1.0,40.0,47.02333,-119.96875,Central,7.0,,32,12,Zig Zag Wall , Frenchman Coulee 
Little Book of Lies,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/111052069/little-book-of-lies,2.4,Sport,5.8+,1.0,65.0,47.02333,-119.96875,Central,8.0,,184,38,Zig Zag Wall , Frenchman Coulee 
Lady in Red,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/111744504/lady-in-red,1.6,Trad,5.7,1.0,50.0,47.02333,-119.96875,Central,7.0,,69,23,Zig Zag Wall , Frenchman Coulee 
La Llarona,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/111744549/la-llarona,1.0,Trad,5.7,1.0,50.0,47.02333,-119.96875,Central,7.0,,10,2,Zig Zag Wall , Frenchman Coulee 
Jeff's Crack,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/111744618/jeffs-crack,2.1,Trad,5.8-,1.0,50.0,47.02333,-119.96875,Central,8.0,,117,30,Zig Zag Wall , Frenchman Coulee 
Unfinished Business,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/111874937/unfinished-business,1.5,Sport,5.8,1.0,40.0,47.02333,-119.96875,Central,8.0,,79,23,Zig Zag Wall , Frenchman Coulee 
Mr. Nice Guy,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/112570996/mr-nice-guy,2.5,Sport,5.10a,1.0,50.0,47.02333,-119.96875,Central,10.0,,164,40,Zig Zag Wall , Frenchman Coulee 
Burning Down the House,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/113893899/burning-down-the-house,2.9,Sport,5.10a,1.0,50.0,47.02333,-119.96875,Central,10.0,,198,45,Zig Zag Wall , Frenchman Coulee 
One of These Days (Mohel With a Dull Knife),Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/114191911/one-of-these-days-mohel-with-a-dull-knife,2.7,Trad,5.9,1.0,50.0,47.02333,-119.96875,Central,9.0,,115,41,Zig Zag Wall , Frenchman Coulee 
Anarchist's Cookbook,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/116976517/anarchists-cookbook,1.8,Sport,5.10a,1.0,65.0,47.02333,-119.96875,Central,10.0,,83,20,Zig Zag Wall , Frenchman Coulee 
Vehicular Basalt,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/116976626/vehicular-basalt,2.0,Sport,5.8,1.0,50.0,47.02333,-119.96875,Central,8.0,,131,27,Zig Zag Wall , Frenchman Coulee 
Neon Indian,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117283846/neon-indian,3.0,Sport,5.9,1.0,55.0,47.02333,-119.96875,Central,9.0,,183,41,Zig Zag Wall , Frenchman Coulee 
Chocolate Orange,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117312535/chocolate-orange,2.8,Sport,5.9,1.0,80.0,47.02333,-119.96875,Central,9.0,,128,31,Zig Zag Wall , Frenchman Coulee 
Ill-Advised Crossover,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117524245/ill-advised-crossover,1.3,Sport,5.7+,1.0,50.0,47.02333,-119.96875,Central,7.0,,14,3,Zig Zag Wall , Frenchman Coulee 
Somewhere On Earth,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117525768/somewhere-on-earth,1.9,Trad,5.7,1.0,45.0,47.02333,-119.96875,Central,7.0,,41,9,Zig Zag Wall , Frenchman Coulee 
Ananathema,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/118605729/ananathema,3.5,Trad,5.9,1.0,80.0,47.02333,-119.96875,Central,9.0,,2,2,Zig Zag Wall , Frenchman Coulee 
The Beautiful Serpent Lied to Me,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/118953022/the-beautiful-serpent-lied-to-me,2.0,Trad,5.9,1.0,50.0,47.02333,-119.96875,Central,9.0,,3,1,Zig Zag Wall , Frenchman Coulee 
Love in the Time of COVID,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/118953045/love-in-the-time-of-covid,3.5,Trad,5.10a,1.0,50.0,47.02333,-119.96875,Central,10.0,,2,2,Zig Zag Wall , Frenchman Coulee 
Center of the Earth,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/119003160/center-of-the-earth,1.0,Trad,5.9,1.0,80.0,47.02333,-119.96875,Central,9.0,,1,1,Zig Zag Wall , Frenchman Coulee 
Unknown,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/119547839/unknown,1.0,Sport,5.9,1.0,30.0,47.02333,-119.96875,Central,9.0,,6,2,Zig Zag Wall , Frenchman Coulee 
Nice Dreams,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/119715496/nice-dreams,1.9,Sport,5.8,1.0,60.0,47.02333,-119.96875,Central,8.0,,38,8,Zig Zag Wall , Frenchman Coulee 
Up in Smoke,Zig Zag Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/120681621/up-in-smoke,2.0,Trad,5.8-,1.0,60.0,47.02333,-119.96875,Central,8.0,,7,3,Zig Zag Wall , Frenchman Coulee 
Sasquatch Police,Ball's Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/106473902/sasquatch-police,2.0,Sport,5.10b,1.0,60.0,47.02568,-119.96883,Central,10.0,,2,1,Ball's Wall , Frenchman Coulee 
Balls Direct,Ball's Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/119008414/balls-direct,3.0,Sport,5.11c,1.0,50.0,47.02568,-119.96883,Central,11.0,,0,1,Ball's Wall , Frenchman Coulee 
Balls to the Wall,Ball's Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/119008422/balls-to-the-wall,2.0,Sport,5.11b,1.0,50.0,47.02568,-119.96883,Central,11.0,,0,1,Ball's Wall , Frenchman Coulee 
Balls of Steel,Ball's Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/119008446/balls-of-steel,3.0,Sport,5.10d,1.0,50.0,47.02568,-119.96883,Central,10.0,,0,1,Ball's Wall , Frenchman Coulee 
House of Cards,Agathla Tower > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107127961/house-of-cards,2.5,Sport,5.8,1.0,60.0,47.0247,-119.9689,Central,8.0,,413,114,Agathla Tower , Frenchman Coulee 
Agathla Unchained,Agathla Tower > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/110137254/agathla-unchained,2.4,Trad,5.10a,1.0,60.0,47.0247,-119.9689,Central,10.0,,50,21,Agathla Tower , Frenchman Coulee 
East Gully,Agathla Tower > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/120678217/east-gully,1.0,Trad,3rd,1.0,40.0,47.0247,-119.9689,Central,,,2,2,Agathla Tower , Frenchman Coulee 
Lancaster's Crack,Agathla Tower > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/120678277/lancasters-crack,2.0,Trad,Easy 5th,1.0,70.0,47.0247,-119.9689,Central,,,1,1,Agathla Tower , Frenchman Coulee 
Gerbil Lies,Green Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107514185/gerbil-lies,2.1,Trad,5.6,1.0,40.0,47.02431,-119.97151,Central,6.0,,25,12,Green Wall , Frenchman Coulee 
Hand Jive,Green Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107514192/hand-jive,2.5,Trad,5.8,1.0,30.0,47.02431,-119.97151,Central,8.0,,47,24,Green Wall , Frenchman Coulee 
The New York Phone Book,Green Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107514198/the-new-york-phone-book,1.0,Trad,5.6,1.0,30.0,47.02431,-119.97151,Central,6.0,,1,1,Green Wall , Frenchman Coulee 
Gerbil Love,Green Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107793328/gerbil-love,1.0,Trad,5.7,1.0,25.0,47.02431,-119.97151,Central,7.0,,3,1,Green Wall , Frenchman Coulee 
The Spy Route,Green Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107793341/the-spy-route,0.5,Trad,5.4,1.0,40.0,47.02431,-119.97151,Central,4.0,,1,2,Green Wall , Frenchman Coulee 
Glacier Geeks and Wombats,Green Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107849305/glacier-geeks-and-wombats,0.0,Trad,5.8,1.0,,47.02431,-119.97151,Central,8.0,,0,1,Green Wall , Frenchman Coulee 
No Buckets,Green Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/114128010/no-buckets,1.3,Trad,5.7,1.0,40.0,47.02431,-119.97151,Central,7.0,,13,4,Green Wall , Frenchman Coulee 
Roto-dendron,Green Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/121490052/roto-dendron,2.0,Sport,5.9,1.0,,47.02431,-119.97151,Central,9.0,,1,1,Green Wall , Frenchman Coulee 
Wet Paint,The Gallery > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/116982906/wet-paint,2.0,Sport,5.8+,1.0,,47.02375,-119.96753,Central,8.0,,109,22,The Gallery , Frenchman Coulee 
Water Color,The Gallery > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/116982925/water-color,1.7,Sport,5.6,1.0,40.0,47.02375,-119.96753,Central,6.0,,110,20,The Gallery , Frenchman Coulee 
Locker Room Talk,The Gallery > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/116982941/locker-room-talk,1.8,Sport,5.7,1.0,,47.02375,-119.96753,Central,7.0,,85,17,The Gallery , Frenchman Coulee 
Vertical Landscaping on a Sunny Sunday Afternoon in November,The Gallery > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/116982952/vertical-landscaping-on-a-sunny-sunday-afternoon-in-november,1.8,Sport,5.7,1.0,,47.02375,-119.96753,Central,7.0,,80,18,The Gallery , Frenchman Coulee 
With Winter Walking in,The Gallery > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/116982963/with-winter-walking-in,2.0,Sport,5.6,1.0,,47.02375,-119.96753,Central,6.0,,132,28,The Gallery , Frenchman Coulee 
Stoney Street,The Gallery > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/116982982/stoney-street,1.2,Sport,5.6,1.0,,47.02375,-119.96753,Central,6.0,,95,18,The Gallery , Frenchman Coulee 
Four Hundred,The Gallery > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/116982992/four-hundred,1.5,Sport,5.7,1.0,,47.02375,-119.96753,Central,7.0,,102,18,The Gallery , Frenchman Coulee 
Cosmic Trigger,(f) The Sanctuary > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/106042470/cosmic-trigger,4.0,Sport,5.13+,1.0,35.0,47.02546,-119.97575,Central,13.0,,0,1,(f) The Sanctuary , Middle East's Lower Cliffs 
Jugulator,(f) The Sanctuary > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/106046616/jugulator,3.6,Sport,5.13a,1.0,60.0,47.02546,-119.97575,Central,13.0,,5,5,(f) The Sanctuary , Middle East's Lower Cliffs 
Refuge Denied,(f) The Sanctuary > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/106050628/refuge-denied,3.0,Sport,5.11b/c,1.0,60.0,47.02546,-119.97575,Central,11.0,,5,3,(f) The Sanctuary , Middle East's Lower Cliffs 
Bag of Doom,(f) The Sanctuary > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/120398141/bag-of-doom,3.0,Sport,5.12c,1.0,,47.02546,-119.97575,Central,12.0,,0,1,(f) The Sanctuary , Middle East's Lower Cliffs 
The Chain,(f) The Sanctuary > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/121578762/the-chain,2.0,Sport,5.12a,1.0,30.0,47.02546,-119.97575,Central,12.0,,1,2,(f) The Sanctuary , Middle East's Lower Cliffs 
The Right Recipe,(d) Postal Wall > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117270513/the-right-recipe,2.1,Sport,5.10a,1.0,,47.02541,-119.9753,Central,10.0,,33,10,(d) Postal Wall , Middle East's Lower Cliffs 
Special Delivery,(d) Postal Wall > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117270605/special-delivery,2.9,Sport,5.10c,1.0,,47.02541,-119.9753,Central,10.0,,34,12,(d) Postal Wall , Middle East's Lower Cliffs 
Walls Come Tumbling Down,(d) Postal Wall > Middle East's Lower Cliffs > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117271184/walls-come-tumbling-down,2.9,Sport,5.10c,1.0,,47.02541,-119.9753,Central,10.0,,21,8,(d) Postal Wall , Middle East's Lower Cliffs 
